SiteName,WindDirection,WindPower,Gust,Visibility,Temperature,Moisture,AtmosphericPressure,Weather,Rainfall1day,Unit,DataCreationDate
南沙島,東北東,4,,8,28.2(-1.1),84,1013.0,多雲有雨,4.0,中央氣象局,107/4/8 9:00:00
東沙島,東北,4,,10,22.1(+1.8),75,1020.2,多雲,0.0,中央氣象局,107/4/8 9:00:00
馬祖,北北東,2,,,16.0(+0.9),69,1024.6,,0.0,中央氣象局,107/4/8 9:00:00
金門,東北,2,,,18.6(+3.3),46,1024.1,,0.0,中央氣象局,107/4/8 9:00:00
東吉島,北,4,6,,22.2(+2.8),60,1021.4,,0.0,中央氣象局,107/4/8 9:00:00
澎湖,北北東,3,,25,22.4(+3.6),51,1021.2,晴,0.0,中央氣象局,107/4/8 9:00:00
蘭嶼,北北東,4,8,,17.5(+0.4),63,1022.2,,0.0,中央氣象局,107/4/8 9:00:00
大武,北北東,3,,,20.5(+1.5),53,1022.3,,0.0,中央氣象局,107/4/8 9:00:00
臺東,北北西,1,,15,19.8(+1.7),58,1023.1,多雲,0.0,中央氣象局,107/4/8 9:00:00
成功,北,3,,,19.8(+1.9),60,1022.8,,0.0,中央氣象局,107/4/8 9:00:00
花蓮,西南,1,,15,17.7(+1.6),68,1023.5,多雲,0.0,中央氣象局,107/4/8 9:00:00
恆春,東北,4,7,18,21.9(+1.9),56,1020.6,多雲,0.0,中央氣象局,107/4/8 9:00:00
高雄,西北,2,,6,21.3(+2.0),66,1020.7,陰有霾,0.0,中央氣象局,107/4/8 9:00:00
臺南,靜風,,,12,21.1(+2.4),51,1021.3,晴,0.0,中央氣象局,107/4/8 9:00:00
嘉義,西北西,1,,10,22.4(+4.0),59,1020.8,晴,0.0,中央氣象局,107/4/8 9:00:00
阿里山,北北東,1,,,8.5(+0.6),71,,,0.5,中央氣象局,107/4/8 9:00:00
玉山,西,3,,,4.3(+2.7),46,,,0.0,中央氣象局,107/4/8 9:00:00
日月潭,北北西,1,,,14.8(+5.1),83,,晴,0.0,中央氣象局,107/4/8 9:00:00
梧棲,東南,1,,,20.8(+4.1),46,1020.9,,0.0,中央氣象局,107/4/8 9:00:00
臺中,南,1,,12,21.3(+3.9),61,1020.6,晴,0.0,中央氣象局,107/4/8 9:00:00
新竹,東,1,,12,20.8(+6.7),54,1020.4,晴,0.0,中央氣象局,107/4/8 9:00:00
新屋,東北東,3,,,20.4(+6.7),52,1020.5,,0.0,中央氣象局,107/4/8 9:00:00
板橋,東北東,3,,,20.7(+6.8),60,1021.6,,0.0,中央氣象局,107/4/8 9:00:00
臺北,東北東,3,,25,21.0(+6.8),49,1021.7,晴,0.0,中央氣象局,107/4/8 9:00:00
陽明山,東,1,,,14.7(+5.2),65,1022.9,,0.0,中央氣象局,107/4/8 9:00:00
鞍部,南,3,6,,13.2(+5.5),74,,,0.0,中央氣象局,107/4/8 9:00:00
蘇澳,靜風,,,,17.7(+3.3),67,1023.8,,0.0,中央氣象局,107/4/8 9:00:00
宜蘭,西北西,1,,20,18.9(+4.3),62,1023.8,陰,0.0,中央氣象局,107/4/8 9:00:00
基隆,東南,3,,30,19.1(+2.7),65,1022.7,晴,0.0,中央氣象局,107/4/8 9:00:00
彭佳嶼,東南東,4,6,,18.1(+2.1),54,1024.1,,0.0,中央氣象局,107/4/8 9:00:00
南沙島,東北東,4,,8,28.2(-1.1),84,1013.0,多雲有雨,4.0,中央氣象局,107/4/8 9:00:00
東沙島,東北,4,,10,22.1(+1.8),75,1020.2,多雲,0.0,中央氣象局,107/4/8 9:00:00
馬祖,北北東,2,,,16.0(+0.9),69,1024.6,,0.0,中央氣象局,107/4/8 9:00:00
金門,東北,2,,,18.6(+3.3),46,1024.1,,0.0,中央氣象局,107/4/8 9:00:00
東吉島,北,4,6,,22.2(+2.8),60,1021.4,,0.0,中央氣象局,107/4/8 9:00:00
澎湖,北北東,3,,25,22.4(+3.6),51,1021.2,晴,0.0,中央氣象局,107/4/8 9:00:00
蘭嶼,北北東,4,8,,17.5(+0.4),63,1022.2,,0.0,中央氣象局,107/4/8 9:00:00
大武,北北東,3,,,20.5(+1.5),53,1022.3,,0.0,中央氣象局,107/4/8 9:00:00
臺東,北北西,1,,15,19.8(+1.7),58,1023.1,多雲,0.0,中央氣象局,107/4/8 9:00:00
成功,北,3,,,19.8(+1.9),60,1022.8,,0.0,中央氣象局,107/4/8 9:00:00
花蓮,西南,1,,15,17.7(+1.6),68,1023.5,多雲,0.0,中央氣象局,107/4/8 9:00:00
恆春,東北,4,7,18,21.9(+1.9),56,1020.6,多雲,0.0,中央氣象局,107/4/8 9:00:00
高雄,西北,2,,6,21.3(+2.0),66,1020.7,陰有霾,0.0,中央氣象局,107/4/8 9:00:00
臺南,靜風,,,12,21.1(+2.4),51,1021.3,晴,0.0,中央氣象局,107/4/8 9:00:00
嘉義,西北西,1,,10,22.4(+4.0),59,1020.8,晴,0.0,中央氣象局,107/4/8 9:00:00
阿里山,北北東,1,,,8.5(+0.6),71,,,0.5,中央氣象局,107/4/8 9:00:00
玉山,西,3,,,4.3(+2.7),46,,,0.0,中央氣象局,107/4/8 9:00:00
日月潭,北北西,1,,,14.8(+5.1),83,,晴,0.0,中央氣象局,107/4/8 9:00:00
梧棲,東南,1,,,20.8(+4.1),46,1020.9,,0.0,中央氣象局,107/4/8 9:00:00
臺中,南,1,,12,21.3(+3.9),61,1020.6,晴,0.0,中央氣象局,107/4/8 9:00:00
新竹,東,1,,12,20.8(+6.7),54,1020.4,晴,0.0,中央氣象局,107/4/8 9:00:00
新屋,東北東,3,,,20.4(+6.7),52,1020.5,,0.0,中央氣象局,107/4/8 9:00:00
板橋,東北東,3,,,20.7(+6.8),60,1021.6,,0.0,中央氣象局,107/4/8 9:00:00
臺北,東北東,3,,25,21.0(+6.8),49,1021.7,晴,0.0,中央氣象局,107/4/8 9:00:00
陽明山,東,1,,,14.7(+5.2),65,1022.9,,0.0,中央氣象局,107/4/8 9:00:00
鞍部,南,3,6,,13.2(+5.5),74,,,0.0,中央氣象局,107/4/8 9:00:00
蘇澳,靜風,,,,17.7(+3.3),67,1023.8,,0.0,中央氣象局,107/4/8 9:00:00
宜蘭,西北西,1,,20,18.9(+4.3),62,1023.8,陰,0.0,中央氣象局,107/4/8 9:00:00
基隆,東南,3,,30,19.1(+2.7),65,1022.7,晴,0.0,中央氣象局,107/4/8 9:00:00
彭佳嶼,東南東,4,6,,18.1(+2.1),54,1024.1,,0.0,中央氣象局,107/4/8 9:00:00
南沙島,東北東,4,,8,28.2(-1.1),84,1013.0,多雲有雨,4.0,中央氣象局,107/4/8 9:00:00
東沙島,東北,4,,10,22.1(+1.8),75,1020.2,多雲,0.0,中央氣象局,107/4/8 9:00:00
馬祖,北北東,2,,,16.0(+0.9),69,1024.6,,0.0,中央氣象局,107/4/8 9:00:00
金門,東北,2,,,18.6(+3.3),46,1024.1,,0.0,中央氣象局,107/4/8 9:00:00
東吉島,北,4,6,,22.2(+2.8),60,1021.4,,0.0,中央氣象局,107/4/8 9:00:00
澎湖,北北東,3,,25,22.4(+3.6),51,1021.2,晴,0.0,中央氣象局,107/4/8 9:00:00
蘭嶼,北北東,4,8,,17.5(+0.4),63,1022.2,,0.0,中央氣象局,107/4/8 9:00:00
大武,北北東,3,,,20.5(+1.5),53,1022.3,,0.0,中央氣象局,107/4/8 9:00:00
臺東,北北西,1,,15,19.8(+1.7),58,1023.1,多雲,0.0,中央氣象局,107/4/8 9:00:00
成功,北,3,,,19.8(+1.9),60,1022.8,,0.0,中央氣象局,107/4/8 9:00:00
花蓮,西南,1,,15,17.7(+1.6),68,1023.5,多雲,0.0,中央氣象局,107/4/8 9:00:00
恆春,東北,4,7,18,21.9(+1.9),56,1020.6,多雲,0.0,中央氣象局,107/4/8 9:00:00
高雄,西北,2,,6,21.3(+2.0),66,1020.7,陰有霾,0.0,中央氣象局,107/4/8 9:00:00
臺南,靜風,,,12,21.1(+2.4),51,1021.3,晴,0.0,中央氣象局,107/4/8 9:00:00
嘉義,西北西,1,,10,22.4(+4.0),59,1020.8,晴,0.0,中央氣象局,107/4/8 9:00:00
阿里山,北北東,1,,,8.5(+0.6),71,,,0.5,中央氣象局,107/4/8 9:00:00
玉山,西,3,,,4.3(+2.7),46,,,0.0,中央氣象局,107/4/8 9:00:00
日月潭,北北西,1,,,14.8(+5.1),83,,晴,0.0,中央氣象局,107/4/8 9:00:00
梧棲,東南,1,,,20.8(+4.1),46,1020.9,,0.0,中央氣象局,107/4/8 9:00:00
臺中,南,1,,12,21.3(+3.9),61,1020.6,晴,0.0,中央氣象局,107/4/8 9:00:00
新竹,東,1,,12,20.8(+6.7),54,1020.4,晴,0.0,中央氣象局,107/4/8 9:00:00
新屋,東北東,3,,,20.4(+6.7),52,1020.5,,0.0,中央氣象局,107/4/8 9:00:00
板橋,東北東,3,,,20.7(+6.8),60,1021.6,,0.0,中央氣象局,107/4/8 9:00:00
臺北,東北東,3,,25,21.0(+6.8),49,1021.7,晴,0.0,中央氣象局,107/4/8 9:00:00
陽明山,東,1,,,14.7(+5.2),65,1022.9,,0.0,中央氣象局,107/4/8 9:00:00
鞍部,南,3,6,,13.2(+5.5),74,,,0.0,中央氣象局,107/4/8 9:00:00
蘇澳,靜風,,,,17.7(+3.3),67,1023.8,,0.0,中央氣象局,107/4/8 9:00:00
宜蘭,西北西,1,,20,18.9(+4.3),62,1023.8,陰,0.0,中央氣象局,107/4/8 9:00:00
基隆,東南,3,,30,19.1(+2.7),65,1022.7,晴,0.0,中央氣象局,107/4/8 9:00:00
彭佳嶼,東南東,4,6,,18.1(+2.1),54,1024.1,,0.0,中央氣象局,107/4/8 9:00:00
南沙島,東北東,4,,10,23.7(-5.1),104,1012.7,晴,2.0,中央氣象局,107/4/8 8:00:00
東沙島,東北東,4,6,10,22.0(+2.2),75,1019.5,多雲,0.0,中央氣象局,107/4/8 8:00:00
馬祖,北,2,,15,14.5(-0.4),71,1024.6,晴,0.0,中央氣象局,107/4/8 8:00:00
金門,北北東,2,,18,16.5(+1.7),52,1024.0,晴,0.0,中央氣象局,107/4/8 8:00:00
東吉島,北,4,6,18,21.0(+1.7),59,1021.1,多雲,0.0,中央氣象局,107/4/8 8:00:00
澎湖,北,3,,25,20.9(+2.1),54,1021.1,晴,0.0,中央氣象局,107/4/8 8:00:00
蘭嶼,東北,4,7,20,17.3(+0.3),61,1022.1,陰,0.0,中央氣象局,107/4/8 8:00:00
大武,北,2,,10,20.0(+1.2),53,1022.1,陰,0.0,中央氣象局,107/4/8 8:00:00
臺東,北北西,1,,15,18.2(+0.9),62,1022.9,陰,0.0,中央氣象局,107/4/8 8:00:00
成功,北,3,,,19.4(+1.9),61,1022.7,,0.0,中央氣象局,107/4/8 8:00:00
花蓮,西,2,,15,16.6(+0.7),69,1023.7,陰,0.0,中央氣象局,107/4/8 8:00:00
恆春,東北,4,8,18,20.8(+1.2),57,1020.1,多雲,0.0,中央氣象局,107/4/8 8:00:00
高雄,北北西,1,,8,21.4(+2.1),61,1020.3,多雲有霾,0.0,中央氣象局,107/4/8 8:00:00
臺南,北北西,1,,9,17.6(-1.0),54,1021.2,陰有霾,0.0,中央氣象局,107/4/8 8:00:00
嘉義,東南東,1,,15,18.9(+1.5),63,1020.5,晴,0.0,中央氣象局,107/4/8 8:00:00
阿里山,靜風,,,25,6.2(-2.0),72,,晴,0.5,中央氣象局,107/4/8 8:00:00
玉山,西,3,6,30,2.4(+1.1),28,,多雲,0.0,中央氣象局,107/4/8 8:00:00
日月潭,南,1,,25,13.8(+3.1),100,,晴,0.0,中央氣象局,107/4/8 8:00:00
梧棲,東,1,,15,18.2(+1.8),51,1020.5,晴,0.0,中央氣象局,107/4/8 8:00:00
臺中,南,1,,12,18.0(+0.3),66,1020.5,晴,0.0,中央氣象局,107/4/8 8:00:00
新竹,東,2,,12,18.2(+4.9),58,1020.1,晴,0.0,中央氣象局,107/4/8 8:00:00
新屋,東北東,3,,16,18.5(+5.1),54,1020.3,晴,0.0,中央氣象局,107/4/8 8:00:00
板橋,東北東,2,,18,18.7(+4.9),61,1021.7,晴,0.0,中央氣象局,107/4/8 8:00:00
臺北,東北,3,,25,17.7(+3.9),55,1021.7,多雲,0.0,中央氣象局,107/4/8 8:00:00
陽明山,東北東,1,,20,12.8(+3.6),66,1023.3,晴,0.0,中央氣象局,107/4/8 8:00:00
鞍部,南,2,6,15,11.1(+3.5),78,,晴,0.0,中央氣象局,107/4/8 8:00:00
蘇澳,西南西,1,,15,15.2(+0.5),79,1023.7,陰,0.0,中央氣象局,107/4/8 8:00:00
宜蘭,西,1,,20,16.5(+2.0),64,1023.8,陰,0.0,中央氣象局,107/4/8 8:00:00
基隆,東南,1,,30,18.5(+3.8),66,1022.8,晴,0.0,中央氣象局,107/4/8 8:00:00
彭佳嶼,東南東,4,6,20,17.2(+1.6),55,1023.9,晴,0.0,中央氣象局,107/4/8 8:00:00
南沙島,東北東,4,,10,23.7(-5.1),104,1012.7,晴,2.0,中央氣象局,107/4/8 8:00:00
東沙島,東北東,4,6,10,22.0(+2.2),75,1019.5,多雲,0.0,中央氣象局,107/4/8 8:00:00
馬祖,北,2,,15,14.5(-0.4),71,1024.6,晴,0.0,中央氣象局,107/4/8 8:00:00
金門,北北東,2,,18,16.5(+1.7),52,1024.0,晴,0.0,中央氣象局,107/4/8 8:00:00
東吉島,北,4,6,18,21.0(+1.7),59,1021.1,多雲,0.0,中央氣象局,107/4/8 8:00:00
澎湖,北,3,,25,20.9(+2.1),54,1021.1,晴,0.0,中央氣象局,107/4/8 8:00:00
蘭嶼,東北,4,7,20,17.3(+0.3),61,1022.1,陰,0.0,中央氣象局,107/4/8 8:00:00
大武,北,2,,10,20.0(+1.2),53,1022.1,陰,0.0,中央氣象局,107/4/8 8:00:00
臺東,北北西,1,,15,18.2(+0.9),62,1022.9,陰,0.0,中央氣象局,107/4/8 8:00:00
成功,北,3,,,19.4(+1.9),61,1022.7,,0.0,中央氣象局,107/4/8 8:00:00
花蓮,西,2,,15,16.6(+0.7),69,1023.7,陰,0.0,中央氣象局,107/4/8 8:00:00
恆春,東北,4,8,18,20.8(+1.2),57,1020.1,多雲,0.0,中央氣象局,107/4/8 8:00:00
高雄,北北西,1,,8,21.4(+2.1),61,1020.3,多雲有霾,0.0,中央氣象局,107/4/8 8:00:00
臺南,北北西,1,,9,17.6(-1.0),54,1021.2,陰有霾,0.0,中央氣象局,107/4/8 8:00:00
嘉義,東南東,1,,15,18.9(+1.5),63,1020.5,晴,0.0,中央氣象局,107/4/8 8:00:00
阿里山,靜風,,,25,6.2(-2.0),72,,晴,0.5,中央氣象局,107/4/8 8:00:00
玉山,西,3,6,30,2.4(+1.1),28,,多雲,0.0,中央氣象局,107/4/8 8:00:00
日月潭,南,1,,25,13.8(+3.1),100,,晴,0.0,中央氣象局,107/4/8 8:00:00
梧棲,東,1,,15,18.2(+1.8),51,1020.5,晴,0.0,中央氣象局,107/4/8 8:00:00
臺中,南,1,,12,18.0(+0.3),66,1020.5,晴,0.0,中央氣象局,107/4/8 8:00:00
新竹,東,2,,12,18.2(+4.9),58,1020.1,晴,0.0,中央氣象局,107/4/8 8:00:00
新屋,東北東,3,,16,18.5(+5.1),54,1020.3,晴,0.0,中央氣象局,107/4/8 8:00:00
板橋,東北東,2,,18,18.7(+4.9),61,1021.7,晴,0.0,中央氣象局,107/4/8 8:00:00
臺北,東北,3,,25,17.7(+3.9),55,1021.7,多雲,0.0,中央氣象局,107/4/8 8:00:00
陽明山,東北東,1,,20,12.8(+3.6),66,1023.3,晴,0.0,中央氣象局,107/4/8 8:00:00
鞍部,南,2,6,15,11.1(+3.5),78,,晴,0.0,中央氣象局,107/4/8 8:00:00
蘇澳,西南西,1,,15,15.2(+0.5),79,1023.7,陰,0.0,中央氣象局,107/4/8 8:00:00
宜蘭,西,1,,20,16.5(+2.0),64,1023.8,陰,0.0,中央氣象局,107/4/8 8:00:00
基隆,東南,1,,30,18.5(+3.8),66,1022.8,晴,0.0,中央氣象局,107/4/8 8:00:00
彭佳嶼,東南東,4,6,20,17.2(+1.6),55,1023.9,晴,0.0,中央氣象局,107/4/8 8:00:00
南沙島,東北東,4,,10,23.7(-5.1),104,1012.7,晴,2.0,中央氣象局,107/4/8 8:00:00
東沙島,東北東,4,6,10,22.0(+2.2),75,1019.5,多雲,0.0,中央氣象局,107/4/8 8:00:00
馬祖,北,2,,15,14.5(-0.4),71,1024.6,晴,0.0,中央氣象局,107/4/8 8:00:00
金門,北北東,2,,18,16.5(+1.7),52,1024.0,晴,0.0,中央氣象局,107/4/8 8:00:00
東吉島,北,4,6,18,21.0(+1.7),59,1021.1,多雲,0.0,中央氣象局,107/4/8 8:00:00
澎湖,北,3,,25,20.9(+2.1),54,1021.1,晴,0.0,中央氣象局,107/4/8 8:00:00
蘭嶼,東北,4,7,20,17.3(+0.3),61,1022.1,陰,0.0,中央氣象局,107/4/8 8:00:00
大武,北,2,,10,20.0(+1.2),53,1022.1,陰,0.0,中央氣象局,107/4/8 8:00:00
臺東,北北西,1,,15,18.2(+0.9),62,1022.9,陰,0.0,中央氣象局,107/4/8 8:00:00
成功,北,3,,,19.4(+1.9),61,1022.7,,0.0,中央氣象局,107/4/8 8:00:00
花蓮,西,2,,15,16.6(+0.7),69,1023.7,陰,0.0,中央氣象局,107/4/8 8:00:00
恆春,東北,4,8,18,20.8(+1.2),57,1020.1,多雲,0.0,中央氣象局,107/4/8 8:00:00
高雄,北北西,1,,8,21.4(+2.1),61,1020.3,多雲有霾,0.0,中央氣象局,107/4/8 8:00:00
臺南,北北西,1,,9,17.6(-1.0),54,1021.2,陰有霾,0.0,中央氣象局,107/4/8 8:00:00
嘉義,東南東,1,,15,18.9(+1.5),63,1020.5,晴,0.0,中央氣象局,107/4/8 8:00:00
阿里山,靜風,,,25,6.2(-2.0),72,,晴,0.5,中央氣象局,107/4/8 8:00:00
玉山,西,3,6,30,2.4(+1.1),28,,多雲,0.0,中央氣象局,107/4/8 8:00:00
日月潭,南,1,,25,13.8(+3.1),100,,晴,0.0,中央氣象局,107/4/8 8:00:00
梧棲,東,1,,15,18.2(+1.8),51,1020.5,晴,0.0,中央氣象局,107/4/8 8:00:00
臺中,南,1,,12,18.0(+0.3),66,1020.5,晴,0.0,中央氣象局,107/4/8 8:00:00
新竹,東,2,,12,18.2(+4.9),58,1020.1,晴,0.0,中央氣象局,107/4/8 8:00:00
新屋,東北東,3,,16,18.5(+5.1),54,1020.3,晴,0.0,中央氣象局,107/4/8 8:00:00
板橋,東北東,2,,18,18.7(+4.9),61,1021.7,晴,0.0,中央氣象局,107/4/8 8:00:00
臺北,東北,3,,25,17.7(+3.9),55,1021.7,多雲,0.0,中央氣象局,107/4/8 8:00:00
陽明山,東北東,1,,20,12.8(+3.6),66,1023.3,晴,0.0,中央氣象局,107/4/8 8:00:00
鞍部,南,2,6,15,11.1(+3.5),78,,晴,0.0,中央氣象局,107/4/8 8:00:00
蘇澳,西南西,1,,15,15.2(+0.5),79,1023.7,陰,0.0,中央氣象局,107/4/8 8:00:00
宜蘭,西,1,,20,16.5(+2.0),64,1023.8,陰,0.0,中央氣象局,107/4/8 8:00:00
基隆,東南,1,,30,18.5(+3.8),66,1022.8,晴,0.0,中央氣象局,107/4/8 8:00:00
彭佳嶼,東南東,4,6,20,17.2(+1.6),55,1023.9,晴,0.0,中央氣象局,107/4/8 8:00:00
南沙島,東北東,4,,10,23.7(-5.1),104,1012.7,晴,2.0,中央氣象局,107/4/8 8:00:00
東沙島,東北東,4,6,10,22.0(+2.2),75,1019.5,多雲,0.0,中央氣象局,107/4/8 8:00:00
馬祖,北,2,,15,14.5(-0.4),71,1024.6,晴,0.0,中央氣象局,107/4/8 8:00:00
金門,北北東,2,,18,16.5(+1.7),52,1024.0,晴,0.0,中央氣象局,107/4/8 8:00:00
東吉島,北,4,6,18,21.0(+1.7),59,1021.1,多雲,0.0,中央氣象局,107/4/8 8:00:00
澎湖,北,3,,25,20.9(+2.1),54,1021.1,晴,0.0,中央氣象局,107/4/8 8:00:00
蘭嶼,東北,4,7,20,17.3(+0.3),61,1022.1,陰,0.0,中央氣象局,107/4/8 8:00:00
大武,北,2,,10,20.0(+1.2),53,1022.1,陰,0.0,中央氣象局,107/4/8 8:00:00
臺東,北北西,1,,15,18.2(+0.9),62,1022.9,陰,0.0,中央氣象局,107/4/8 8:00:00
成功,北,3,,,19.4(+1.9),61,1022.7,,0.0,中央氣象局,107/4/8 8:00:00
花蓮,西,2,,15,16.6(+0.7),69,1023.7,陰,0.0,中央氣象局,107/4/8 8:00:00
恆春,東北,4,8,18,20.8(+1.2),57,1020.1,多雲,0.0,中央氣象局,107/4/8 8:00:00
高雄,北北西,1,,8,21.4(+2.1),61,1020.3,多雲有霾,0.0,中央氣象局,107/4/8 8:00:00
臺南,北北西,1,,9,17.6(-1.0),54,1021.2,陰有霾,0.0,中央氣象局,107/4/8 8:00:00
嘉義,東南東,1,,15,18.9(+1.5),63,1020.5,晴,0.0,中央氣象局,107/4/8 8:00:00
阿里山,靜風,,,25,6.2(-2.0),72,,晴,0.5,中央氣象局,107/4/8 8:00:00
玉山,西,3,6,30,2.4(+1.1),28,,多雲,0.0,中央氣象局,107/4/8 8:00:00
日月潭,南,1,,25,13.8(+3.1),100,,晴,0.0,中央氣象局,107/4/8 8:00:00
梧棲,東,1,,15,18.2(+1.8),51,1020.5,晴,0.0,中央氣象局,107/4/8 8:00:00
臺中,南,1,,12,18.0(+0.3),66,1020.5,晴,0.0,中央氣象局,107/4/8 8:00:00
新竹,東,2,,12,18.2(+4.9),58,1020.1,晴,0.0,中央氣象局,107/4/8 8:00:00
